,AHRI Certified Reference Number,Model Status,Manufacturer,Model Number,Indoor Unit Model Number,AHRI Type,unit cooling BTUH,Equipment EER,Equipment SEER/IEER,Full Load Indoor Coil Air Quantity (scfm)
53,7035409,Active,johnson controls,"ZYG07*(2,4,5)**********",,SPY-A,72000.0,12.0,12.7,2400.0
54,7035410,Active,johnson controls,"ZYG08*(2,4,5)**********",,SPY-A,89000.0,12.0,12.7,2900.0
55,7035411,Active,johnson controls,"ZYG09*(2,4,5)**********",,SPY-A,98000.0,12.0,12.7,3000.0
56,7035412,Active,johnson controls,"ZYG12*(2,4,5)**********",,SPY-A,116000.0,11.5,12.7,3200.0
60,7041910,Active,daikin,DCC090****V***A*,,SP-A,88000.0,11.3,13.0,3000.0
61,7041911,Active,daikin,DCG090****V***A*,,SPY-A,88000.0,11.3,13.0,3000.0
62,7041912,Active,daikin,DCH090****V***A*,,HSP-A,90000.0,11.5,12.8,3000.0
75,7163051,Active,trane,"TE(D,H)330B(4,5,E,F)***1*(K,L)*",,SP-A,320000.0,11.0,12.7,8250.0
76,7163052,Active,trane,"YC(D,H)330B(4,5,E,F)***1*(K,L)*",,SPY-A,320000.0,11.0,12.7,8250.0
77,7163056,Active,trane,"TC(D,H)360B(4,5,E,F)***1*(K,L)*",,SP-A,336000.0,10.6,12.5,9000.0
78,7163057,Active,trane,"TE(D,H)360B(4,5,E,F)***1*(K,L)*",,SP-A,336000.0,10.6,12.5,9000.0
79,7163058,Active,trane,"YC(D,H)360B(4,5,E,F)***1*(K,L)*",,SPY-A,336000.0,10.6,12.5,9000.0
80,7163062,Active,trane,"TC(D,H)420B(4,5,E,F)***1*(K,L)*",,SP-A,380000.0,10.5,12.3,10500.0
81,7163063,Active,trane,"TE(D,H)420B(4,5,E,F)***1*(K,L)*",,SP-A,380000.0,10.5,12.3,10500.0
82,7163064,Active,trane,"YC(D,H)420B(4,5,E,F)***1*(K,L)*",,SPY-A,380000.0,10.5,12.3,10500.0
83,7163068,Active,trane,"TC(D,H)480B(4,5,E,F)***1*(K,L)*",,SP-A,460000.0,11.0,12.7,12000.0
84,7163069,Active,trane,"TE(D,H)480B(4,5,E,F)***1*(K,L)*",,SP-A,460000.0,11.0,12.7,12000.0
85,7163070,Active,trane,"YC(D,H)480B(4,5,E,F)***1*(K,L)*",,SPY-A,460000.0,11.0,12.7,12000.0
86,7163074,Active,trane,"TC(D,H)600B(4,5,E,F)***1*(K,L)*",,SP-A,540000.0,10.4,11.7,15000.0
87,7163075,Active,trane,"TE(D,H)600B(4,5,E,F)***1*(K,L)*",,SP-A,540000.0,10.4,11.7,15000.0
88,7163076,Active,trane,"YC(D,H)600B(4,5,E,F)***1*(K,L)*",,SPY-A,540000.0,10.4,11.7,15000.0
89,7163080,Active,trane,"TC(D,H)330B(4,5,E,F)***1*(K,L)*",,SP-A,320000.0,11.0,12.7,8250.0
90,7365021,Active,aaon,"RN-020-3,4-*-EQ**-***:********",,SPY-A,232000.0,11.7,14.0,6000.0
91,7365022,Active,aaon,"RN-020-3,4-*-EQ**-000:********",,SP-A,232000.0,11.8,14.0,6000.0
92,7365023,Active,aaon,"RN-020-2,8-*-EQ**-***:********",,SPY-A,232000.0,11.7,14.0,6000.0
93,7365024,Active,aaon,"RN-020-2,8-*-EQ**-000:********",,SP-A,232000.0,11.8,14.0,6000.0
97,7370923,Active,daikin,DCC102****V***A*,,SP-A,100000.0,11.3,13.4,3200.0
98,7370924,Active,daikin,DCG102****V***A*,,SPY-A,100000.0,11.3,13.4,3200.0
99,7370925,Active,daikin,DCH102****V***A*,,HSP-A,100000.0,11.1,13.0,3400.0
100,7500104,Active,daikin,DX13SA0483A* (2),DAT09043A*,RCU-A-CB,88000.0,11.5,14.0,3000.0
101,7500105,Active,daikin,DX13SA0484A* (2),DAT09044A*,RCU-A-CB,88000.0,11.5,14.0,3000.0
102,7500106,Active,daikin,DX13SA0603A* (2),DAT12043A*,RCU-A-CB,114000.0,11.2,14.0,4000.0
103,7500107,Active,daikin,DX13SA0604A* (2),DAT12044A*,RCU-A-CB,114000.0,11.2,14.0,4000.0
108,7513358,Active,aaon,RN-015-2-*-FA**-000:*******D,,SP-A,172000.0,11.0,12.8,4200.0
109,7513359,Active,aaon,RN-015-3-*-FA**-000:*******D,,SP-A,172000.0,11.0,12.8,4200.0
110,7513360,Active,aaon,RN-015-4-*-FA**-000:*******D,,SP-A,172000.0,11.0,12.8,4200.0
111,7513361,Active,aaon,RN-015-8-*-FA**-000:*******D,,SP-A,172000.0,11.0,12.8,4200.0
112,7513362,Active,aaon,RN-015-2-*-FB**-***:*******D,,SPY-A,176000.0,11.0,12.9,4200.0
113,7513363,Active,aaon,RN-015-3-*-FB**-***:*******D,,SPY-A,176000.0,11.0,12.9,4200.0
114,7513364,Active,aaon,RN-015-4-*-FB**-***:*******D,,SPY-A,176000.0,11.0,12.9,4200.0
115,7513365,Active,aaon,RN-015-8-*-FB**-***:*******D,,SPY-A,176000.0,11.0,12.9,4200.0
116,7513366,Active,aaon,RN-015-2-*-FB**-000:*******D,,SP-A,176000.0,11.1,12.9,4200.0
117,7513367,Active,aaon,RN-015-3-*-FB**-000:*******D,,SP-A,176000.0,11.1,12.9,4200.0
118,7513368,Active,aaon,RN-015-4-*-FB**-000:*******D,,SP-A,176000.0,11.1,12.9,4200.0
119,7513369,Active,aaon,RN-015-8-*-FB**-000:*******D,,SP-A,176000.0,11.1,12.9,4200.0
120,7513371,Active,aaon,RN-015-2-*-FA**-***:*******D,,SPY-A,172000.0,11.0,12.8,4200.0
121,7513372,Active,aaon,RN-015-3-*-FA**-***:*******D,,SPY-A,172000.0,11.0,12.8,4200.0
122,7513373,Active,aaon,RN-015-4-*-FA**-***:*******D,,SPY-A,172000.0,11.0,12.8,4200.0
123,7513374,Active,aaon,RN-015-8-*-FA**-***:*******D,,SPY-A,172000.0,11.0,12.8,4200.0
124,7515566,Active,daikin,MPS020GE**V-B,,SPY-A,242000.0,10.0,12.4,5800.0
125,7515568,Active,daikin,MPS020GG**V-B,,SPY-A,242000.0,9.8,12.4,5800.0
126,7515570,Active,daikin,MPS020GY**V-B,,SP-A,242000.0,10.0,12.5,5800.0
127,7515571,Active,daikin,MPS026GE**C-A,,SPY-A,270000.0,10.9,11.7,6875.0
128,7515572,Active,daikin,MPS026GE**C-B,,SPY-A,276000.0,11.1,11.9,6875.0
129,7515573,Active,daikin,MPS026GE**V-A,,SPY-A,270000.0,10.9,12.5,6875.0
130,7515574,Active,daikin,MPS026GE**V-B,,SPY-A,276000.0,11.1,12.7,6875.0
131,7515575,Active,daikin,MPS026GG**C-A,,SPY-A,270000.0,10.9,11.7,6875.0
132,7515576,Active,daikin,MPS026GG**C-B,,SPY-A,276000.0,11.1,11.9,6875.0
133,7515577,Active,daikin,MPS026GG**V-A,,SPY-A,270000.0,10.9,12.5,6875.0
134,7515578,Active,daikin,MPS026GG**V-B,,SPY-A,276000.0,11.1,12.7,6875.0
135,7515579,Active,daikin,MPS026GY**C-A,,SP-A,270000.0,11.0,11.9,6875.0
136,7515580,Active,daikin,MPS026GY**C-B,,SP-A,276000.0,11.1,12.0,6875.0
137,7515581,Active,daikin,MPS026GY**V-A,,SP-A,270000.0,11.0,12.5,6875.0
138,7515582,Active,daikin,MPS026GY**V-B,,SP-A,276000.0,11.1,12.8,6875.0
139,7515583,Active,daikin,MPS030FE**C-A,,SPY-A,316000.0,10.2,12.0,7500.0
140,7515584,Active,daikin,MPS030FE**C-B,,SPY-A,324000.0,10.3,12.1,7500.0
141,7515585,Active,daikin,MPS030FE**V-A,,SPY-A,316000.0,10.2,12.6,7500.0
142,7515586,Active,daikin,MPS030FE**V-B,,SPY-A,324000.0,10.3,12.9,7500.0
143,7515587,Active,daikin,MPS030FG**C-A,,SPY-A,316000.0,10.2,12.0,7500.0
144,7515588,Active,daikin,MPS030FG**C-B,,SPY-A,324000.0,10.3,12.1,7500.0
145,7515589,Active,daikin,MPS030FG**V-A,,SPY-A,316000.0,10.2,12.6,7500.0
146,7515590,Active,daikin,MPS030FG**V-B,,SPY-A,324000.0,10.3,12.9,7500.0
147,7515591,Active,daikin,MPS030FY**C-A,,SP-A,316000.0,10.2,12.0,7500.0
148,7515592,Active,daikin,MPS030FY**C-B,,SP-A,324000.0,10.3,12.2,7500.0
149,7515593,Active,daikin,MPS030FY**V-A,,SP-A,316000.0,10.2,12.6,7500.0
150,7515594,Active,daikin,MPS030FY**V-B,,SP-A,324000.0,10.3,12.9,7500.0
151,7515595,Active,daikin,MPS035FE**C-A,,SPY-A,340000.0,10.0,11.6,7875.0
152,7515596,Active,daikin,MPS035FE**C-B,,SPY-A,348000.0,10.1,11.7,7875.0
153,7515597,Active,daikin,MPS035FE**V-A,,SPY-A,340000.0,10.0,12.3,7875.0
154,7515598,Active,daikin,MPS035FE**V-B,,SPY-A,348000.0,10.1,12.5,7875.0
155,7515599,Active,daikin,MPS035FG**C-A,,SPY-A,340000.0,10.0,11.6,7875.0
156,7515600,Active,daikin,MPS035FG**C-B,,SPY-A,348000.0,10.1,11.6,7875.0
157,7515601,Active,daikin,MPS035FG**V-A,,SPY-A,340000.0,10.0,12.3,7875.0
158,7515602,Active,daikin,MPS035FG**V-B,,SPY-A,348000.0,10.1,12.5,7875.0
159,7515603,Active,daikin,MPS035FY**C-A,,SP-A,340000.0,10.0,11.7,7875.0
160,7515604,Active,daikin,MPS035FY**C-B,,SP-A,348000.0,10.1,11.8,7875.0
161,7515605,Active,daikin,MPS035FY**V-A,,SP-A,340000.0,10.0,12.3,7875.0
162,7515606,Active,daikin,MPS035FY**V-B,,SP-A,348000.0,10.1,12.5,7875.0
163,7515607,Active,daikin,MPS040FE**C-A,,SPY-A,440000.0,10.2,12.1,10000.0
164,7515608,Active,daikin,MPS040FE**C-B,,SPY-A,450000.0,10.3,12.3,10000.0
165,7515609,Active,daikin,MPS040FE**V-A,,SPY-A,440000.0,10.1,13.0,10000.0
166,7515610,Active,daikin,MPS040FE**V-B,,SPY-A,450000.0,10.2,13.0,10000.0
167,7515611,Active,daikin,MPS040FG**C-A,,SPY-A,440000.0,10.2,12.1,10000.0
168,7515612,Active,daikin,MPS040FG**C-B,,SPY-A,450000.0,10.3,12.3,10000.0
169,7515613,Active,daikin,MPS040FG**V-A,,SPY-A,440000.0,10.1,13.0,10000.0
170,7515614,Active,daikin,MPS040FG**V-B,,SPY-A,450000.0,10.2,13.0,10000.0
171,7515615,Active,daikin,MPS040FY**C-A,,SP-A,440000.0,10.2,12.2,10000.0
172,7515616,Active,daikin,MPS040FY**C-B,,SP-A,450000.0,10.3,12.4,10000.0
173,7515617,Active,daikin,MPS040FY**V-A,,SP-A,440000.0,10.1,13.0,10000.0
174,7515618,Active,daikin,MPS040FY**V-B,,SP-A,450000.0,10.3,13.0,10000.0
175,7515619,Active,daikin,MPS050FE**C-A,,SPY-A,505000.0,10.2,11.9,12500.0
176,7515620,Active,daikin,MPS050FE**C-B,,SPY-A,520000.0,10.4,12.0,12500.0
177,7515621,Active,daikin,MPS050FE**V-A,,SPY-A,505000.0,10.2,12.9,12500.0
178,7515622,Active,daikin,MPS050FE**V-B,,SPY-A,520000.0,10.3,13.1,12500.0
179,7515623,Active,daikin,MPS050FG**C-A,,SPY-A,505000.0,10.2,11.9,12500.0
180,7515624,Active,daikin,MPS050FG**C-B,,SPY-A,520000.0,10.3,12.0,12500.0
181,7515625,Active,daikin,MPS050FG**V-A,,SPY-A,505000.0,10.2,12.9,12500.0
182,7515626,Active,daikin,MPS050FG**V-B,,SPY-A,520000.0,10.3,13.1,12500.0
183,7515627,Active,daikin,MPS050FY**C-A,,SP-A,505000.0,10.3,12.0,12500.0
184,7515628,Active,daikin,MPS050FY**C-B,,SP-A,520000.0,10.4,12.2,12500.0
185,7515629,Active,daikin,MPS050FY**V-A,,SP-A,505000.0,10.3,13.0,12500.0
186,7515630,Active,daikin,MPS050FY**V-B,,SP-A,520000.0,10.4,13.1,12500.0
187,7535572,Active,daikin,DPS010AHM****-4*,,SP-A,122000.0,12.39,19.3,3685.0
188,7535574,Active,daikin,DPS010AHM*4**-4*,,SP-A,122000.0,12.39,19.3,3685.0
189,7535575,Active,daikin,DPS010AHM*5**-4*,,SP-A,122000.0,12.2,19.1,3685.0
190,7535576,Active,daikin,DPS010AHME***-4*,,SPY-A,121000.0,12.1,18.8,3685.0
191,7535578,Active,daikin,DPS010AHME4**-4*,,SPY-A,121000.0,12.1,18.8,3685.0
192,7535579,Active,daikin,DPS010AHME5**-4*,,SPY-A,121000.0,12.0,18.6,3685.0
193,7535580,Active,daikin,DPS010AHMG***-4*,,SPY-A,121000.0,12.1,18.8,3685.0
194,7535581,Active,daikin,DPS010AHMG4**-4*,,SPY-A,121000.0,12.1,18.8,3685.0
195,7535583,Active,daikin,DPS010AHMG5**-4*,,SPY-A,121000.0,12.0,18.6,3685.0
196,7535584,Active,daikin,DPS012AHM****-4*,,SP-A,144000.0,11.64,18.0,4360.0
197,7535585,Active,daikin,DPS012AHM*4**-4*,,SP-A,144000.0,11.64,18.0,4360.0
198,7535586,Active,daikin,DPS012AHM*5**-4*,,SP-A,144000.0,11.4,17.8,4360.0
199,7535588,Active,daikin,DPS012AHME***-4*,,SPY-A,144000.0,11.2,17.8,4360.0
200,7535589,Active,daikin,DPS012AHME4**-4*,,SPY-A,144000.0,11.2,17.8,4360.0
201,7535590,Active,daikin,DPS012AHME5**-4*,,SPY-A,144000.0,11.1,17.6,4360.0
202,7535591,Active,daikin,DPS012AHMG***-4*,,SPY-A,144000.0,11.2,17.6,4360.0
203,7535593,Active,daikin,DPS012AHMG4**-4*,,SPY-A,144000.0,11.2,17.6,4360.0
204,7535594,Active,daikin,DPS012AHMG5**-4*,,SPY-A,144000.0,11.1,17.4,4360.0
205,7795622,Active,daikin,RDT045DSY-S-4,,SP-A,485000.0,10.3,14.2,11250.0
206,7795623,Active,daikin,RDT045DSY-S-5,,SP-A,500000.0,10.4,14.3,11250.0
207,7795626,Active,daikin,RDT045DSY-Y-4,,SP-A,485000.0,10.3,12.8,11250.0
208,7795627,Active,daikin,RDT045DSY-Y-5,,SP-A,500000.0,10.4,12.9,11250.0
209,7795628,Active,daikin,RDT050DLY-S-5,,SP-A,560000.0,10.0,13.4,15500.0
210,7795629,Active,daikin,RDT050DLY-Y-5,,SP-A,560000.0,10.0,11.6,15500.0
211,7795630,Active,daikin,RDT051DLY-S-4,,SP-A,560000.0,10.3,14.0,12500.0
212,7795631,Active,daikin,RDT051DLY-S-5,,SP-A,570000.0,10.4,14.1,12500.0
213,7795634,Active,daikin,RDT051DLY-Y-4,,SP-A,560000.0,10.3,12.4,12500.0
214,7795635,Active,daikin,RDT051DLY-Y-5,,SP-A,570000.0,10.4,12.5,12500.0
215,7795636,Active,daikin,RDT051DSY-S-5,,SP-A,560000.0,10.2,14.0,12500.0
216,7795637,Active,daikin,RDT051DSY-Y-5,,SP-A,560000.0,10.2,12.4,12500.0
217,7795640,Active,daikin,RDT051DSY-S-4,,SP-A,550000.0,10.1,13.9,12500.0
218,7795641,Active,daikin,RDT051DSY-Y-4,,SP-A,550000.0,10.1,12.3,12500.0
219,7795644,Active,daikin,RDT063DLY-S-4,,SP-A,645000.0,10.3,13.6,17000.0
220,7795645,Active,daikin,RDT063DLY-S-5,,SP-A,665000.0,10.4,13.7,17000.0
221,7795648,Active,daikin,RDT063DLY-Y-4,,SP-A,645000.0,10.3,11.6,17000.0
222,7795649,Active,daikin,RDT063DLY-Y-5,,SP-A,665000.0,10.4,11.7,17000.0
223,7795650,Active,daikin,RDT063DSY-S-4,,SP-A,625000.0,10.2,13.5,17000.0
224,7795651,Active,daikin,RDT063DSY-S-5,,SP-A,645000.0,10.3,13.6,17000.0
225,7795656,Active,daikin,RPS015DSA-S-5,,SPY-A,184000.0,10.8,12.3,5000.0
226,7795658,Active,daikin,RPS015DSE-S-5,,SPY-A,184000.0,11.0,12.5,5000.0
227,7795660,Active,daikin,RPS015DSY-S-5,,SP-A,184000.0,11.0,12.5,5000.0
228,7795665,Active,daikin,RPS020DSA-S-5,,SPY-A,242000.0,9.8,12.3,7000.0
229,7795667,Active,daikin,RPS020DSE-S-5,,SPY-A,242000.0,10.0,12.5,7000.0
230,7795669,Active,daikin,RPS020DSY-S-5,,SP-A,242000.0,10.0,12.5,7000.0
231,7795671,Active,daikin,RPS021DSA-S-4,,SPY-A,240000.0,10.4,12.3,6500.0
232,7795672,Active,daikin,RPS021DSA-S-5,,SPY-A,244000.0,10.5,12.4,6500.0
233,7795677,Active,daikin,RPS021DSE-S-4,,SPY-A,240000.0,10.6,12.5,6500.0
234,7795678,Active,daikin,RPS021DSE-S-5,,SPY-A,244000.0,10.7,12.6,6500.0
235,7795683,Active,daikin,RPS021DSY-S-4,,SP-A,240000.0,10.6,12.5,6500.0
236,7795684,Active,daikin,RPS021DSY-S-5,,SP-A,244000.0,10.7,12.6,6500.0
237,7795689,Active,daikin,RPS025DLA-S-5,,SPY-A,274000.0,9.8,12.4,6250.0
238,7795690,Active,daikin,RPS025DLE-S-5,,SPY-A,274000.0,10.0,12.6,6250.0
239,7795691,Active,daikin,RPS025DLY-S-5,,SP-A,274000.0,10.0,12.6,6250.0
240,7795707,Active,daikin,RPS030DLA-S-5,,SPY-A,312000.0,9.8,12.6,7500.0
241,7795709,Active,daikin,RPS030DLE-S-5,,SPY-A,312000.0,10.0,12.8,7500.0
242,7795711,Active,daikin,RPS030DLY-S-5,,SP-A,312000.0,10.0,12.8,7500.0
243,7795719,Active,daikin,RPS035DLA-S-5,,SPY-A,370000.0,9.9,13.0,8750.0
244,7795720,Active,daikin,RPS035DLA-Y-5,,SPY-A,370000.0,9.9,11.8,8750.0
245,7795721,Active,daikin,RPS035DLE-S-5,,SPY-A,370000.0,10.1,13.2,8750.0
246,7795722,Active,daikin,RPS035DLE-Y-5,,SPY-A,370000.0,10.1,12.0,8750.0
247,7795723,Active,daikin,RPS035DLY-S-5,,SP-A,370000.0,10.1,13.2,8750.0
248,7795724,Active,daikin,RPS035DLY-Y-5,,SP-A,370000.0,10.1,12.0,8750.0
249,7795725,Active,daikin,RPS035DLY-S-4,,SP-A,360000.0,10.0,13.1,8750.0
0,7795726,Active,daikin,RPS035DLY-Y-4,,SP-A,360000.0,10.0,11.9,8750.0
1,7795727,Active,daikin,RPS042DLA-S-5,,SPY-A,440000.0,10.0,13.4,11000.0
2,7795728,Active,daikin,RPS042DLA-S-4,,SPY-A,430000.0,9.9,13.3,11000.0
3,7795731,Active,daikin,RPS042DLA-Y-5,,SPY-A,440000.0,10.0,11.5,11000.0
4,7795732,Active,daikin,RPS042DLA-Y-4,,SPY-A,430000.0,9.9,11.4,11000.0
5,7795733,Active,daikin,RPS042DLE-S-5,,SPY-A,440000.0,10.2,13.6,11000.0
6,7795736,Active,daikin,RPS042DLE-Y-5,,SPY-A,440000.0,10.2,11.7,11000.0
7,7795737,Active,daikin,RPS042DLE-Y-4,,SPY-A,430000.0,10.1,11.6,11000.0
8,7795738,Active,daikin,RPS042DLY-S-5,,SP-A,440000.0,10.2,13.6,11000.0
9,7795741,Active,daikin,RPS042DLY-Y-5,,SP-A,440000.0,10.2,11.7,11000.0
10,7795742,Active,daikin,RPS042DLY-Y-4,,SP-A,430000.0,10.1,11.6,11000.0
11,7795743,Active,daikin,RPS045DSA-S-4,,SPY-A,490000.0,10.2,14.1,11250.0
12,7795744,Active,daikin,RPS045DSA-S-5,,SPY-A,500000.0,10.3,14.2,11250.0
13,7795747,Active,daikin,RPS045DSA-Y-4,,SPY-A,490000.0,10.2,12.7,11250.0
14,7795748,Active,daikin,RPS045DSA-Y-5,,SPY-A,500000.0,10.3,12.8,11250.0
15,7795749,Active,daikin,RPS045DSE-S-4,,SPY-A,490000.0,10.4,14.3,11250.0
16,7795750,Active,daikin,RPS045DSE-S-5,,SPY-A,500000.0,10.5,14.4,11250.0
17,7795753,Active,daikin,RPS045DSE-Y-4,,SPY-A,490000.0,10.4,12.9,11250.0
18,7795754,Active,daikin,RPS045DSE-Y-5,,SPY-A,500000.0,10.5,13.0,11250.0
19,7795755,Active,daikin,RPS045DSY-S-4,,SP-A,490000.0,10.4,14.3,11250.0
20,7795756,Active,daikin,RPS045DSY-S-5,,SP-A,500000.0,10.5,14.4,11250.0
21,7795759,Active,daikin,RPS045DSY-Y-4,,SP-A,490000.0,10.4,12.9,11250.0
22,7795760,Active,daikin,RPS045DSY-Y-5,,SP-A,500000.0,10.5,13.0,11250.0
23,7795761,Active,daikin,RPS050DLA-S-5,,SPY-A,560000.0,9.8,13.3,15500.0
24,7795762,Active,daikin,RPS050DLA-Y-5,,SPY-A,560000.0,9.8,11.5,15500.0
25,7795763,Active,daikin,RPS050DLE-S-5,,SPY-A,560000.0,10.0,13.5,15500.0
26,7795764,Active,daikin,RPS050DLE-Y-5,,SPY-A,560000.0,10.0,11.7,15500.0
27,7795765,Active,daikin,RPS050DLY-S-5,,SP-A,560000.0,10.0,13.5,15500.0
28,7795766,Active,daikin,RPS050DLY-Y-5,,SP-A,560000.0,10.0,11.7,15500.0
29,7795767,Active,daikin,RPS051DLA-S-4,,SPY-A,555000.0,10.2,13.9,12500.0
30,7795768,Active,daikin,RPS051DLA-S-5,,SPY-A,570000.0,10.3,14.0,12500.0
31,7795771,Active,daikin,RPS051DLA-Y-4,,SPY-A,555000.0,10.2,12.3,12500.0
32,7795772,Active,daikin,RPS051DLA-Y-5,,SPY-A,570000.0,10.3,12.4,12500.0
33,7795773,Active,daikin,RPS051DLE-S-4,,SPY-A,555000.0,10.4,14.1,12500.0
34,7795774,Active,daikin,RPS051DLE-S-5,,SPY-A,570000.0,10.5,14.2,12500.0
35,7795777,Active,daikin,RPS051DLE-Y-4,,SPY-A,555000.0,10.4,12.5,12500.0
36,7795778,Active,daikin,RPS051DLE-Y-5,,SPY-A,570000.0,10.5,12.6,12500.0
37,7795779,Active,daikin,RPS051DLY-S-5,,SP-A,570000.0,10.5,14.2,12500.0
38,7795782,Active,daikin,RPS051DLY-Y-4,,SP-A,555000.0,10.4,12.5,12500.0
39,7795783,Active,daikin,RPS051DLY-Y-5,,SP-A,570000.0,10.5,12.6,12500.0
40,7795784,Active,daikin,RPS051DSA-S-5,,SPY-A,555000.0,10.2,13.9,12500.0
41,7795785,Active,daikin,RPS051DSA-S-4,,SPY-A,540000.0,10.1,13.8,12500.0
42,7795788,Active,daikin,RPS051DSA-Y-5,,SPY-A,555000.0,10.2,12.3,12500.0
43,7795789,Active,daikin,RPS051DSA-Y-4,,SPY-A,540000.0,10.1,12.2,12500.0
44,7795790,Active,daikin,RPS051DSE-S-5,,SPY-A,555000.0,10.4,14.1,12500.0
45,7795791,Active,daikin,RPS051DSE-S-4,,SPY-A,540000.0,10.3,14.0,12500.0
46,7795794,Active,daikin,RPS051DSE-Y-5,,SPY-A,555000.0,10.4,12.5,12500.0
47,7795795,Active,daikin,RPS051DSE-Y-4,,SPY-A,540000.0,10.3,12.4,12500.0
48,7795796,Active,daikin,RPS051DSY-S-5,,SP-A,555000.0,10.4,14.1,12500.0
49,7795797,Active,daikin,RPS051DSY-S-4,,SP-A,540000.0,10.3,14.0,12500.0
50,7795800,Active,daikin,RPS051DSY-Y-5,,SP-A,555000.0,10.4,12.5,12500.0
51,7795801,Active,daikin,RPS051DSY-Y-4,,SP-A,540000.0,10.3,12.4,12500.0
52,7795808,Active,daikin,RPS063DLA-S-4,,SPY-A,650000.0,10.2,13.5,17000.0
53,7795809,Active,daikin,RPS063DLA-S-5,,SPY-A,660000.0,10.3,13.6,17000.0
54,7795812,Active,daikin,RPS063DLA-Y-4,,SPY-A,650000.0,10.2,11.5,17000.0
55,7795813,Active,daikin,RPS063DLA-Y-5,,SPY-A,660000.0,10.3,11.6,17000.0
56,7795814,Active,daikin,RPS063DLE-S-4,,SPY-A,650000.0,10.4,13.7,17000.0
57,7795815,Active,daikin,RPS063DLE-S-5-,,SPY-A,660000.0,10.5,13.8,17000.0
58,7795818,Active,daikin,RPS063DLE-Y-4,,SPY-A,650000.0,10.4,11.7,17000.0
59,7795819,Active,daikin,RPS063DLE-Y-5,,SPY-A,660000.0,10.5,11.8,17000.0
60,7795820,Active,daikin,RPS063DLY-S-4,,SP-A,650000.0,10.4,13.7,17000.0
61,7795821,Active,daikin,RPS063DLY-S-5,,SP-A,660000.0,10.5,13.8,17000.0
62,7795824,Active,daikin,RPS063DLY-Y-4,,SP-A,650000.0,10.4,11.7,17000.0
63,7795825,Active,daikin,RPS063DLY-Y-5,,SP-A,660000.0,10.5,11.8,17000.0
64,7795826,Active,daikin,RPS063DSA-S-5,,SPY-A,645000.0,10.2,13.5,17000.0
65,7795828,Active,daikin,RPS063DSA-Y-5,,SPY-A,645000.0,10.2,11.5,17000.0
66,7795829,Active,daikin,RPS063DSE-S-5,,SPY-A,645000.0,10.4,13.7,17000.0
67,7795831,Active,daikin,RPS063DSE-Y-5,,SPY-A,645000.0,10.4,11.7,17000.0
68,7795832,Active,daikin,RPS063DSY-S-5,,SP-A,645000.0,10.4,13.7,17000.0
69,7795834,Active,daikin,RPS063DSY-Y-5,,SP-A,645000.0,10.4,11.7,17000.0
70,7795835,Active,daikin,RPS063DSA-S-4,,SPY-A,625000.0,10.1,13.4,17000.0
71,7795837,Active,daikin,RPS063DSA-Y-4,,SPY-A,625000.0,10.1,11.4,17000.0
72,7795838,Active,daikin,RPS063DSE-S-4,,SPY-A,625000.0,10.3,13.6,17000.0
73,7795840,Active,daikin,RPS063DSE-Y-4,,SPY-A,625000.0,10.3,11.6,17000.0
74,7795841,Active,daikin,RPS063DSY-S-4,,SP-A,625000.0,10.3,13.6,17000.0
75,7795843,Active,daikin,RPS063DSY-Y-4,,SP-A,625000.0,10.3,11.6,17000.0
76,7795846,Active,daikin,RPS051DLY-S-4,,SP-A,555000.0,10.4,14.1,12500.0
77,8004566,Active,carrier corporation,48LC**07***1A*,,SPY-A,70000.0,13.0,20.3,2250.0
78,8004567,Active,carrier corporation,48LC**07***5A*,,SPY-A,70000.0,13.0,20.5,2250.0
79,8004568,Active,carrier corporation,48LC**07***6A*,,SPY-A,70000.0,13.0,20.3,2250.0
80,8004572,Active,carrier corporation,48LC**09***1A*,,SPY-A,101000.0,13.2,19.8,2970.0
81,8004573,Active,carrier corporation,48LC**09***5A*,,SPY-A,101000.0,13.5,20.8,2970.0
82,8004574,Active,carrier corporation,48LC**09***6A*,,SPY-A,101000.0,13.2,19.8,2970.0
83,8004575,Active,carrier corporation,48LC**12***1A*,,SPY-A,116000.0,13.0,20.3,3500.0
84,8004576,Active,carrier corporation,48LC**12***5A*,,SPY-A,116000.0,13.0,20.6,3500.0
85,8004577,Active,carrier corporation,48LC**12***6A*,,SPY-A,116000.0,13.0,20.3,3500.0
86,8004593,Active,carrier corporation,50LC**07***1A*,,SP-A,70000.0,13.1,20.5,2250.0
87,8004594,Active,carrier corporation,50LC**07***5A*,,SP-A,70000.0,13.1,20.7,2250.0
88,8004595,Active,carrier corporation,50LC**07***6A*,,SP-A,70000.0,13.1,20.5,2250.0
89,8004602,Active,carrier corporation,50LC**12***1A*,,SP-A,116000.0,13.1,20.5,3500.0
90,8004603,Active,carrier corporation,50LC**12***5A*,,SP-A,116000.0,13.1,20.8,3500.0
91,8004604,Active,carrier corporation,50LC**12***6A*,,SP-A,116000.0,13.1,20.5,3500.0
92,8047428,Active,carrier corporation,"38AUD*16A0*(5,6,1)A*","40RUAA16T*A(5,6,1)A*",RCU-A-CB,184000.0,11.2,12.6,6000.0
93,8047429,Active,carrier corporation,"38AUD*25A0*(5,6,1)A*","40RUAA25T*A(5,6,1)A*",RCU-A-CB,240000.0,11.0,12.0,8300.0
