,AHRI Certified Reference Number,Model Status,Manufacturer,Model Number,Indoor Unit Model Number,AHRI Type,unit cooling BTUH,Equipment EER,Equipment SEER/IEER,Full Load Indoor Coil Air Quantity (scfm)
151,205465238,Active,russell,RLRL-C240D,,SPY-A,228000.0,11.6,12.4,7375.0
152,205465239,Active,russell,RLRL-H180C,,SPY-A,170000.0,11.6,14.2,5500.0
153,205465240,Active,russell,RLRL-H180D,,SPY-A,170000.0,11.6,14.2,5500.0
154,205465241,Active,russell,RLRL-H240C,,SPY-A,228000.0,11.6,14.2,7375.0
155,205465242,Active,russell,RLRL-H240D,,SPY-A,228000.0,11.6,14.2,7375.0
156,205465243,Active,russell,RKNL-B180C,,SPY-A,172000.0,10.8,12.2,5900.0
157,205465244,Active,russell,RKNL-B180D,,SPY-A,172000.0,10.8,12.2,5900.0
158,205465245,Active,russell,RKNL-B210C,,SPY-A,200000.0,10.8,12.2,7025.0
159,205465246,Active,russell,RKNL-B210D,,SPY-A,200000.0,10.8,12.2,7025.0
160,205465247,Active,russell,RKNL-C180C,,SPY-A,172000.0,10.8,12.2,5900.0
161,205465248,Active,russell,RKNL-C180D,,SPY-A,172000.0,10.8,12.2,5900.0
162,205465249,Active,russell,RKNL-C210C,,SPY-A,200000.0,10.8,12.2,6750.0
163,205465250,Active,russell,RKNL-C210D,,SPY-A,200000.0,10.8,12.2,6750.0
164,205465251,Active,russell,RKNL-G180C,,SPY-A,172000.0,10.8,14.0,5900.0
165,205465252,Active,russell,RKNL-G180D,,SPY-A,172000.0,10.8,14.0,5900.0
166,205465253,Active,russell,RKNL-G300C,,SPY-A,286000.0,9.8,13.0,9700.0
167,205465254,Active,russell,RKNL-G300D,,SPY-A,286000.0,9.8,13.0,9700.0
168,205465255,Active,russell,RKNL-H180C,,SPY-A,172000.0,10.8,14.0,5900.0
169,205465256,Active,russell,RKNL-H180D,,SPY-A,172000.0,10.8,14.0,5900.0
170,205465257,Active,russell,RKNL-H210C,,SPY-A,200000.0,10.8,14.0,6750.0
171,205465258,Active,russell,RKNL-H210D,,SPY-A,200000.0,10.8,14.0,6750.0
172,205465259,Active,russell,RKNL-H240C,,SPY-A,228000.0,10.8,14.0,7725.0
173,205465260,Active,russell,RKNL-H240D,,SPY-A,228000.0,10.8,14.0,7725.0
174,205465261,Active,russell,RKNL-H300C,,SPY-A,286000.0,9.8,13.0,8350.0
175,205465262,Active,russell,RKNL-H300D,,SPY-A,286000.0,9.8,13.0,8350.0
176,205465263,Active,russell,RKRL-C180C,,SPY-A,172000.0,11.6,12.2,5500.0
177,205465264,Active,russell,RKRL-C180D,,SPY-A,172000.0,11.6,12.2,5500.0
178,205465265,Active,russell,RKRL-C240C,,SPY-A,228000.0,11.6,12.2,7300.0
179,205465266,Active,russell,RKRL-C240D,,SPY-A,228000.0,11.6,12.2,7300.0
180,205465267,Active,russell,RKRL-H180C,,SPY-A,170000.0,11.6,14.0,5500.0
181,205465268,Active,russell,RKRL-H180D,,SPY-A,170000.0,11.6,14.0,5500.0
182,205465269,Active,russell,RKRL-H240C,,SPY-A,228000.0,11.6,14.0,7300.0
183,205465270,Active,russell,RKRL-H240D,,SPY-A,228000.0,11.6,14.0,7300.0
184,205465297,Active,russell,RACDZS120AC*****A,,SPY-A,114000.0,11.2,12.9,3480.0
185,205465298,Active,russell,RACDZS120AD*****A,,SPY-A,114000.0,11.2,12.9,3480.0
186,205465299,Active,russell,RACDZT120AC*****A,,SPY-A,114000.0,11.2,14.8,3480.0
187,205465300,Active,russell,RACDZT120AD*****A,,SPY-A,114000.0,11.2,14.8,3480.0
188,205465301,Active,russell,RACDZS150AC*****A,,SPY-A,142000.0,11.0,12.4,4150.0
189,205465302,Active,russell,RACDZS150AD*****A,,SPY-A,142000.0,11.0,12.4,4150.0
190,205465303,Active,russell,RACDZT150AC*****A,,SPY-A,142000.0,11.0,14.2,4150.0
191,205465304,Active,russell,RACDZT150AD*****A,,SPY-A,142000.0,11.0,14.2,4150.0
192,205465305,Active,russell,RGEDZS090AC*****A,,SPY-A,85000.0,11.0,12.7,3175.0
193,205465306,Active,russell,RGEDZS090AD*****A,,SPY-A,85000.0,11.0,12.7,3175.0
194,205465307,Active,russell,RGEDZS102AC*****A,,SPY-A,96000.0,11.0,12.7,3225.0
195,205465308,Active,russell,RGEDZS102AD*****A,,SPY-A,96000.0,11.0,12.7,3225.0
196,205465309,Active,russell,RGEDZS120AC*****A,,SPY-A,114000.0,11.0,12.7,3480.0
197,205465310,Active,russell,RGEDZS120AD*****A,,SPY-A,114000.0,11.0,12.7,3480.0
198,205465311,Active,russell,RGEDZS150AC*****A,,SPY-A,142000.0,10.8,12.2,4150.0
199,205465312,Active,russell,RGEDZS150AD*****A,,SPY-A,142000.0,10.8,12.2,4150.0
200,205465313,Active,russell,RGEDZT090AC*****A,,SPY-A,85000.0,11.0,14.6,3175.0
201,205465314,Active,russell,RGEDZT090AD*****A,,SPY-A,85000.0,11.0,14.6,3175.0
202,205465315,Active,russell,RGEDZT102AC*****A,,SPY-A,96000.0,11.0,14.6,3225.0
203,205465316,Active,russell,RGEDZT102AD*****A,,SPY-A,96000.0,11.0,14.6,3225.0
204,205465317,Active,russell,RGEDZT120AC*****A,,SPY-A,114000.0,11.0,14.6,3480.0
205,205465318,Active,russell,RGEDZT120AD*****A,,SPY-A,114000.0,11.0,14.6,3480.0
206,205465319,Active,russell,RGEDZT150AC*****A,,SPY-A,142000.0,10.8,14.0,3750.0
207,205465320,Active,russell,RGEDZT150AD*****A,,SPY-A,142000.0,10.8,14.0,3750.0
208,205465321,Active,russell,RKKN-B073C,,SPY-A,67000.0,11.0,12.9,2100.0
209,205465322,Active,russell,RLKN-B073C,,SPY-A,67000.0,11.2,12.9,2100.0
210,205465323,Active,russell,RKKN-B073D,,SPY-A,67000.0,11.0,12.9,2100.0
211,205465324,Active,russell,RLKN-B073D,,SPY-A,67000.0,11.2,12.9,2100.0
212,205465325,Active,russell,RAWL-121C,RHGN-H120C,RCU-A-CB,110000.0,11.2,12.9,3735.0
213,205465326,Active,russell,RAWL-121D,RHGN-H120D,RCU-A-CB,110000.0,11.2,12.9,3735.0
214,205465327,Active,russell,RHPDZS090AC*****B,,HSP-A,86000.0,11.0,12.2,3030.0
215,205465328,Active,russell,RHPDZS090AD*****B,,HSP-A,86000.0,11.0,12.2,3030.0
216,205465329,Active,russell,RHPDZS120AC*****B,,HSP-A,114000.0,11.0,12.2,4060.0
217,205465330,Active,russell,RHPDZS120AD*****B,,HSP-A,114000.0,11.0,12.2,4060.0
218,205465331,Active,russell,RLKN-C073C,,SPY-A,67000.0,11.2,12.9,2100.0
219,205465332,Active,russell,RLKN-C073D,,SPY-A,67000.0,11.2,12.9,2100.0
220,205465333,Active,russell,RKKN-C073C,,SPY-A,67000.0,11.0,12.9,2100.0
221,205465334,Active,russell,RKKN-C073D,,SPY-A,67000.0,11.0,12.9,2100.0
222,205465335,Active,russell,RHPDZT090AC*****B,,HSP-A,86000.0,11.0,12.2,3030.0
223,205465336,Active,russell,RHPDZT090AD*****B,,HSP-A,86000.0,11.0,12.2,3030.0
224,205465337,Active,russell,RHPDZT120AC*****B,,HSP-A,114000.0,11.0,12.2,4060.0
225,205465338,Active,russell,RHPDZT120AD*****B,,HSP-A,114000.0,11.0,12.2,4060.0
226,205465339,Active,russell,RKNL-B241C,,SPY-A,228000.0,10.8,12.2,7375.0
227,205465340,Active,russell,RKNL-B241D,,SPY-A,228000.0,10.8,12.2,7375.0
228,205465341,Active,russell,RKNL-C241C,,SPY-A,228000.0,10.8,12.2,7375.0
229,205465342,Active,russell,RKNL-C241D,,SPY-A,228000.0,10.8,12.2,7375.0
230,205465343,Active,russell,RLNL-B241C,,SPY-A,228000.0,11.0,12.4,7375.0
231,205465344,Active,russell,RLNL-B241D,,SPY-A,228000.0,11.0,12.4,7375.0
232,205465345,Active,russell,RLNL-C241C,,SPY-A,228000.0,11.0,12.4,7375.0
233,205465346,Active,russell,RLNL-C241D,,SPY-A,228000.0,11.0,12.4,7375.0
234,205465347,Active,russell,RHPDZS102AC*****B,,HSP-A,97000.0,11.0,12.2,3350.0
235,205465348,Active,russell,RHPDZS102AD*****B,,HSP-A,97000.0,11.0,12.2,3350.0
236,205465349,Active,russell,RHPDZT102AC*****B,,HSP-A,97000.0,11.0,14.1,3350.0
237,205465350,Active,russell,RHPDZT102AD*****B,,HSP-A,97000.0,11.0,14.1,3350.0
238,205465351,Active,russell,RPCL2090CAZ,RHCLP2090*A,HRCU-A-CB,86000.0,11.0,12.2,3225.0
239,205465352,Active,sure,RLNL-B180C,,SPY-A,172000.0,11.0,12.4,5900.0
240,205465353,Active,sure,RLNL-B180D,,SPY-A,172000.0,11.0,12.4,5900.0
241,205465354,Active,sure,RLNL-B210C,,SPY-A,200000.0,11.0,12.4,6900.0
242,205465355,Active,sure,RLNL-B210D,,SPY-A,200000.0,11.0,12.4,6900.0
243,205465356,Active,sure,RLNL-C210C,,SPY-A,200000.0,11.0,12.4,6900.0
244,205465357,Active,sure,RLNL-C210D,,SPY-A,200000.0,11.0,12.4,6900.0
245,205465358,Active,sure,RLNL-C180C,,SPY-A,172000.0,11.0,12.4,5900.0
246,205465359,Active,sure,RLNL-C180D,,SPY-A,172000.0,11.0,12.4,5900.0
247,205465360,Active,sure,RLNL-G180C,,SPY-A,172000.0,11.0,14.2,5900.0
248,205465361,Active,sure,RLNL-G180D,,SPY-A,172000.0,11.0,14.2,5900.0
249,205465362,Active,sure,RLNL-G300C,,SPY-A,290000.0,10.0,13.0,9700.0
0,205465363,Active,sure,RLNL-G300D,,SPY-A,290000.0,10.0,13.0,9700.0
1,205465364,Active,sure,RLNL-G240C,,SPY-A,228000.0,11.0,14.2,7725.0
2,205465365,Active,sure,RLNL-G240D,,SPY-A,228000.0,11.0,14.2,7725.0
3,205465366,Active,sure,RLNL-H180C,,SPY-A,172000.0,11.0,14.2,5900.0
4,205465367,Active,sure,RLNL-H180D,,SPY-A,172000.0,11.0,14.2,5900.0
5,205465368,Active,sure,RLNL-H210C,,SPY-A,200000.0,11.0,14.0,6900.0
6,205465369,Active,sure,RLNL-H210D,,SPY-A,200000.0,11.0,14.0,6900.0
7,205465370,Active,sure,RLNL-H240C,,SPY-A,228000.0,11.0,14.2,7725.0
8,205465371,Active,sure,RLNL-H240D,,SPY-A,228000.0,11.0,14.2,7725.0
9,205465372,Active,sure,RLNL-H300C,,SPY-A,290000.0,10.0,13.0,9700.0
10,205465373,Active,sure,RLNL-H300D,,SPY-A,290000.0,10.0,13.0,9700.0
11,205465374,Active,sure,RLRL-C180C,,SPY-A,172000.0,11.6,12.4,5500.0
12,205465375,Active,sure,RLRL-C180D,,SPY-A,172000.0,11.6,12.4,5500.0
13,205465376,Active,sure,RLRL-C240C,,SPY-A,228000.0,11.6,12.4,7375.0
14,205465377,Active,sure,RLRL-C240D,,SPY-A,228000.0,11.6,12.4,7375.0
15,205465378,Active,sure,RLRL-H180C,,SPY-A,170000.0,11.6,14.2,5500.0
16,205465379,Active,sure,RLRL-H180D,,SPY-A,170000.0,11.6,14.2,5500.0
17,205465380,Active,sure,RLRL-H240C,,SPY-A,228000.0,11.6,14.2,7375.0
18,205465381,Active,sure,RLRL-H240D,,SPY-A,228000.0,11.6,14.2,7375.0
19,205465382,Active,sure,RKNL-B180C,,SPY-A,172000.0,10.8,12.2,5900.0
20,205465383,Active,sure,RKNL-B180D,,SPY-A,172000.0,10.8,12.2,5900.0
21,205465384,Active,sure,RKNL-B210C,,SPY-A,200000.0,10.8,12.2,7025.0
22,205465385,Active,sure,RKNL-B210D,,SPY-A,200000.0,10.8,12.2,7025.0
23,205465386,Active,sure,RKNL-C180C,,SPY-A,172000.0,10.8,12.2,5900.0
24,205465387,Active,sure,RKNL-C180D,,SPY-A,172000.0,10.8,12.2,5900.0
25,205465388,Active,sure,RKNL-C210C,,SPY-A,200000.0,10.8,12.2,6750.0
26,205465389,Active,sure,RKNL-C210D,,SPY-A,200000.0,10.8,12.2,6750.0
27,205465390,Active,sure,RKNL-G180C,,SPY-A,172000.0,10.8,14.0,5900.0
28,205465391,Active,sure,RKNL-G180D,,SPY-A,172000.0,10.8,14.0,5900.0
29,205465392,Active,sure,RKNL-G300C,,SPY-A,286000.0,9.8,13.0,9700.0
30,205465393,Active,sure,RKNL-G300D,,SPY-A,286000.0,9.8,13.0,9700.0
31,205465394,Active,sure,RKNL-H180C,,SPY-A,172000.0,10.8,14.0,5900.0
32,205465395,Active,sure,RKNL-H180D,,SPY-A,172000.0,10.8,14.0,5900.0
33,205465396,Active,sure,RKNL-H210C,,SPY-A,200000.0,10.8,14.0,6750.0
34,205465397,Active,sure,RKNL-H210D,,SPY-A,200000.0,10.8,14.0,6750.0
35,205465398,Active,sure,RKNL-H240C,,SPY-A,228000.0,10.8,14.0,7725.0
36,205465399,Active,sure,RKNL-H240D,,SPY-A,228000.0,10.8,14.0,7725.0
37,205465400,Active,sure,RKNL-H300C,,SPY-A,286000.0,9.8,13.0,8350.0
38,205465401,Active,sure,RKNL-H300D,,SPY-A,286000.0,9.8,13.0,8350.0
39,205465402,Active,sure,RKRL-C180C,,SPY-A,172000.0,11.6,12.2,5500.0
40,205465403,Active,sure,RKRL-C180D,,SPY-A,172000.0,11.6,12.2,5500.0
41,205465404,Active,sure,RKRL-C240C,,SPY-A,228000.0,11.6,12.2,7300.0
42,205465405,Active,sure,RKRL-C240D,,SPY-A,228000.0,11.6,12.2,7300.0
43,205465406,Active,sure,RKRL-H180C,,SPY-A,170000.0,11.6,14.0,5500.0
44,205465407,Active,sure,RKRL-H180D,,SPY-A,170000.0,11.6,14.0,5500.0
45,205465408,Active,sure,RKRL-H240C,,SPY-A,228000.0,11.6,14.0,7300.0
46,205465409,Active,sure,RKRL-H240D,,SPY-A,228000.0,11.6,14.0,7300.0
47,205465436,Active,sure,RACDZS120AC*****A,,SPY-A,114000.0,11.2,12.9,3480.0
48,205465437,Active,sure,RACDZS120AD*****A,,SPY-A,114000.0,11.2,12.9,3480.0
49,205465438,Active,sure,RACDZT120AC*****A,,SPY-A,114000.0,11.2,14.8,3480.0
50,205465439,Active,sure,RACDZT120AD*****A,,SPY-A,114000.0,11.2,14.8,3480.0
51,205465440,Active,sure,RACDZS150AC*****A,,SPY-A,142000.0,11.0,12.4,4150.0
52,205465441,Active,sure,RACDZS150AD*****A,,SPY-A,142000.0,11.0,12.4,4150.0
53,205465442,Active,sure,RACDZT150AC*****A,,SPY-A,142000.0,11.0,14.2,4150.0
54,205465443,Active,sure,RACDZT150AD*****A,,SPY-A,142000.0,11.0,14.2,4150.0
55,205465444,Active,sure,RGEDZS090AC*****A,,SPY-A,85000.0,11.0,12.7,3175.0
56,205465445,Active,sure,RGEDZS090AD*****A,,SPY-A,85000.0,11.0,12.7,3175.0
57,205465446,Active,sure,RGEDZS102AC*****A,,SPY-A,96000.0,11.0,12.7,3225.0
58,205465447,Active,sure,RGEDZS102AD*****A,,SPY-A,96000.0,11.0,12.7,3225.0
59,205465448,Active,sure,RGEDZS120AC*****A,,SPY-A,114000.0,11.0,12.7,3480.0
60,205465449,Active,sure,RGEDZS120AD*****A,,SPY-A,114000.0,11.0,12.7,3480.0
61,205465450,Active,sure,RGEDZS150AC*****A,,SPY-A,142000.0,10.8,12.2,4150.0
62,205465451,Active,sure,RGEDZS150AD*****A,,SPY-A,142000.0,10.8,12.2,4150.0
63,205465452,Active,sure,RGEDZT090AC*****A,,SPY-A,85000.0,11.0,14.6,3175.0
64,205465453,Active,sure,RGEDZT090AD*****A,,SPY-A,85000.0,11.0,14.6,3175.0
65,205465454,Active,sure,RGEDZT102AC*****A,,SPY-A,96000.0,11.0,14.6,3225.0
66,205465455,Active,sure,RGEDZT102AD*****A,,SPY-A,96000.0,11.0,14.6,3225.0
67,205465456,Active,sure,RGEDZT120AC*****A,,SPY-A,114000.0,11.0,14.6,3480.0
68,205465457,Active,sure,RGEDZT120AD*****A,,SPY-A,114000.0,11.0,14.6,3480.0
69,205465458,Active,sure,RGEDZT150AC*****A,,SPY-A,142000.0,10.8,14.0,3750.0
70,205465459,Active,sure,RGEDZT150AD*****A,,SPY-A,142000.0,10.8,14.0,3750.0
71,205465460,Active,sure,RKKN-B073C,,SPY-A,67000.0,11.0,12.9,2100.0
72,205465461,Active,sure,RLKN-B073C,,SPY-A,67000.0,11.2,12.9,2100.0
73,205465462,Active,sure,RKKN-B073D,,SPY-A,67000.0,11.0,12.9,2100.0
74,205465463,Active,sure,RLKN-B073D,,SPY-A,67000.0,11.2,12.9,2100.0
75,205465464,Active,sure,RAWL-121C,RHGN-H120C,RCU-A-CB,110000.0,11.2,12.9,3735.0
76,205465465,Active,sure,RAWL-121D,RHGN-H120D,RCU-A-CB,110000.0,11.2,12.9,3735.0
77,205465466,Active,sure,RHPDZS090AC*****B,,HSP-A,86000.0,11.0,12.2,3030.0
78,205465467,Active,sure,RHPDZS090AD*****B,,HSP-A,86000.0,11.0,12.2,3030.0
79,205465468,Active,sure,RHPDZS120AC*****B,,HSP-A,114000.0,11.0,12.2,4060.0
80,205465469,Active,sure,RHPDZS120AD*****B,,HSP-A,114000.0,11.0,12.2,4060.0
81,205465470,Active,sure,RLKN-C073C,,SPY-A,67000.0,11.2,12.9,2100.0
82,205465471,Active,sure,RLKN-C073D,,SPY-A,67000.0,11.2,12.9,2100.0
83,205465472,Active,sure,RKKN-C073C,,SPY-A,67000.0,11.0,12.9,2100.0
84,205465473,Active,sure,RKKN-C073D,,SPY-A,67000.0,11.0,12.9,2100.0
85,205465474,Active,sure,RHPDZT090AC*****B,,HSP-A,86000.0,11.0,12.2,3030.0
86,205465475,Active,sure,RHPDZT090AD*****B,,HSP-A,86000.0,11.0,12.2,3030.0
87,205465476,Active,sure,RHPDZT120AC*****B,,HSP-A,114000.0,11.0,12.2,4060.0
88,205465477,Active,sure,RHPDZT120AD*****B,,HSP-A,114000.0,11.0,12.2,4060.0
89,205465478,Active,sure,RKNL-B241C,,SPY-A,228000.0,10.8,12.2,7375.0
90,205465479,Active,sure,RKNL-B241D,,SPY-A,228000.0,10.8,12.2,7375.0
91,205465480,Active,sure,RKNL-C241C,,SPY-A,228000.0,10.8,12.2,7375.0
92,205465481,Active,sure,RKNL-C241D,,SPY-A,228000.0,10.8,12.2,7375.0
93,205465482,Active,sure,RLNL-B241C,,SPY-A,228000.0,11.0,12.4,7375.0
94,205465483,Active,sure,RLNL-B241D,,SPY-A,228000.0,11.0,12.4,7375.0
95,205465484,Active,sure,RLNL-C241C,,SPY-A,228000.0,11.0,12.4,7375.0
96,205465485,Active,sure,RLNL-C241D,,SPY-A,228000.0,11.0,12.4,7375.0
97,205465486,Active,sure,RHPDZS102AC*****B,,HSP-A,97000.0,11.0,12.2,3350.0
98,205465487,Active,sure,RHPDZS102AD*****B,,HSP-A,97000.0,11.0,12.2,3350.0
99,205465488,Active,sure,RHPDZT102AC*****B,,HSP-A,97000.0,11.0,14.1,3350.0
100,205465489,Active,sure,RHPDZT102AD*****B,,HSP-A,97000.0,11.0,14.1,3350.0
101,205465490,Active,sure,RPCL2090CAZ,RHCLP2090*A,HRCU-A-CB,86000.0,11.0,12.2,3225.0
102,205470414,Active,zamil air conditioners,PY240***D,,SP-A,222000.0,11.65,11.9,6500.0
103,205470415,Active,zamil air conditioners,PY300***D,,SP-A,280000.0,10.9,11.1,8100.0
104,205622014,Active,trane,"EBC180A(3,4,W)E0B***0",,SP-A,176000.0,11.0,12.4,4800.0
105,205622015,Active,trane,"EBC210A(3,4,W)E0B***0",,SP-A,206000.0,11.0,12.4,6650.0
106,205622016,Active,trane,"EBC180A(3,4,W)E(G,N,P)B***0",,SP-A,176000.0,11.0,12.4,4800.0
107,205622017,Active,american standard,"EBC180A(3,4,W)E0B***0",,SP-A,176000.0,11.0,12.4,4800.0
108,205622018,Active,american standard,"EBC180A(3,4,W)E(G,N,P)B***0",,SP-A,176000.0,11.0,12.4,4800.0
109,205622019,Active,trane,EBC180AKE0B0000,,SP-A,176000.0,11.0,12.4,4800.0
110,205622020,Active,trane,"EBC180A(3,4,W)E0B***7",,SP-A,176000.0,11.0,13.2,4800.0
111,205622021,Active,trane,"EBC180A(3,4,W)E(G,N,P)B***7",,SP-A,176000.0,11.0,13.2,4800.0
112,205622022,Active,american standard,"EBC180A(3,4,W)E0B***7",,SP-A,176000.0,11.0,13.2,4800.0
113,205622023,Active,american standard,"EBC180A(3,4,W)E(G,N,P)B***7",,SP-A,176000.0,11.0,13.2,4800.0
114,205622024,Active,trane,"EBC210A(3,4,W)E(N,P,R)B***0",,SP-A,206000.0,11.0,12.4,6650.0
115,205622025,Active,american standard,"EBC210A(3,4,W)E0B***0",,SP-A,206000.0,11.0,12.4,6650.0
116,205622026,Active,american standard,"EBC210A(3,4,W)E(N,P,R)B***0",,SP-A,206000.0,11.0,12.4,6650.0
117,205622027,Active,trane,EBC210AKE0B0000,,SP-A,206000.0,11.0,12.4,6650.0
118,205622028,Active,trane,"EBC210A(3,4,W)E0B***7",,SP-A,206000.0,11.0,13.2,6650.0
119,205622029,Active,trane,"EBC210A(3,4,W)E(N,P,R)B***7",,SP-A,206000.0,11.0,13.2,6650.0
120,205622030,Active,american standard,"EBC210A(3,4,W)E0B***7",,SP-A,206000.0,11.0,13.2,6650.0
121,205622031,Active,american standard,"EBC210A(3,4,W)E(N,P,R)B***7",,SP-A,206000.0,11.0,13.2,6650.0
0,6885866,Active,daikin,DCH150****V***A*,,HSP-A,140000.0,10.6,11.8,4200.0
1,6886774,Active,carrier corporation,"48TC**18***(5,6,1)A***(G,H,J,K,L,M)*",,SPY-A,172000.0,10.8,12.7,4900.0
2,6886776,Active,carrier corporation,"48TC**21***(5,6,1)A***(G,H,J,K,L,M)*",,SPY-A,200000.0,10.8,12.7,5700.0
3,6886779,Active,carrier corporation,"48TC**25***(5,6,1)A***(G,H,J,K,L,M)*",,SPY-A,232000.0,10.8,12.4,6500.0
4,6886780,Active,carrier corporation,"48TC**29***(5,6,1)A***(G,H,J,K,L,M)*",,SPY-A,280000.0,9.8,12.1,8125.0
5,6886783,Active,carrier corporation,"50TC**18***(5,6,1)A***(G,H,J,K,L,M)*",,SP-A,174000.0,11.0,12.9,4900.0
6,6886785,Active,carrier corporation,"50TC**21***(5,6,1)A***(G,H,J,K,L,M)*",,SP-A,202000.0,11.0,12.9,5700.0
7,6886788,Active,carrier corporation,"50TC**25***(5,6,1)A***(G,H,J,K,L,M)*",,SP-A,232000.0,11.0,12.9,6500.0
8,6886789,Active,carrier corporation,"50TC**29***(5,6,1)A***(G,H,J,K,L,M)*",,SP-A,282000.0,10.0,12.4,8125.0
9,6891132,Active,bryant heating & cooling systems,"580J(P,E,T)18********(D,E)A",,SPY-A,172000.0,10.8,12.7,4900.0
10,6891152,Active,bryant heating & cooling systems,"580J(P,E,T)21********(D,E)A",,SPY-A,200000.0,10.8,12.7,5700.0
11,6891191,Active,bryant heating & cooling systems,"580J(P,E,T)25********(D,E)A",,SPY-A,232000.0,10.8,12.4,6500.0
12,6891209,Active,bryant heating & cooling systems,"580J(P,E,T)29********(D,E)A",,SPY-A,280000.0,9.8,12.1,8125.0
13,6891228,Active,bryant heating & cooling systems,"558J(P,E,T)18*********(D,E)A",,SP-A,174000.0,11.0,12.9,4900.0
14,6891247,Active,bryant heating & cooling systems,"558J(P,E,T)21*********(D,E)A",,SP-A,202000.0,11.0,12.9,5700.0
15,6891282,Active,bryant heating & cooling systems,"558J(P,E,T)25*********(D,E)A",,SP-A,232000.0,11.0,12.9,6500.0
16,6891300,Active,bryant heating & cooling systems,"558J(P,E,T)29*********(D,E)A",,SP-A,282000.0,10.0,12.4,8125.0
17,7028220,Active,york,"ZYE07A(2,4,5)**********",,SP-A,72000.0,12.2,12.9,2400.0
18,7028221,Active,york,"ZYE08A(2,4,5)**********",,SP-A,89000.0,12.2,12.9,2900.0
19,7028222,Active,york,"ZYE09A(2,4,5)**********",,SP-A,98000.0,12.2,12.9,3000.0
20,7028224,Active,york,"ZYE12A(2,4,5)**********",,SP-A,116000.0,11.7,12.9,3200.0
21,7028225,Active,york,"ZYG07*(2,4,5)**********",,SPY-A,72000.0,12.0,12.7,2400.0
22,7028227,Active,york,"ZYG08*(2,4,5)**********",,SPY-A,89000.0,12.0,12.7,2900.0
23,7028228,Active,york,"ZYG09*(2,4,5)**********",,SPY-A,98000.0,12.0,12.7,3000.0
24,7028229,Active,york,"ZYG12*(2,4,5)**********",,SPY-A,116000.0,11.5,12.7,3200.0
25,7035349,Active,coleman,"ZYE07A(2,4,5)**********",,SP-A,72000.0,12.2,12.9,2400.0
26,7035350,Active,coleman,"ZYE08A(2,4,5)**********",,SP-A,89000.0,12.2,12.9,2900.0
27,7035351,Active,coleman,"ZYE09A(2,4,5)**********",,SP-A,98000.0,12.2,12.9,3000.0
28,7035352,Active,coleman,"ZYE12A(2,4,5)**********",,SP-A,116000.0,11.7,12.9,3200.0
29,7035353,Active,coleman,"ZYG07*(2,4,5)**********",,SPY-A,72000.0,12.0,12.7,2400.0
30,7035354,Active,coleman,"ZYG08*(2,4,5)**********",,SPY-A,89000.0,12.0,12.7,2900.0
31,7035355,Active,coleman,"ZYG09*(2,4,5)**********",,SPY-A,98000.0,12.0,12.7,3000.0
32,7035357,Active,coleman,"ZYG12*(2,4,5)**********",,SPY-A,116000.0,11.5,12.7,3200.0
33,7035369,Active,luxaire,"ZYE07A(2,4,5)**********",,SP-A,72000.0,12.2,12.9,2400.0
34,7035370,Active,luxaire,"ZYE08A(2,4,5)**********",,SP-A,89000.0,12.2,12.9,2900.0
35,7035371,Active,luxaire,"ZYE09A(2,4,5)**********",,SP-A,98000.0,12.2,12.9,3000.0
36,7035372,Active,luxaire,"ZYE12A(2,4,5)**********",,SP-A,116000.0,11.7,12.9,3200.0
37,7035373,Active,luxaire,"ZYG07*(2,4,5)**********",,SPY-A,72000.0,12.0,12.7,2400.0
38,7035374,Active,luxaire,"ZYG08*(2,4,5)**********",,SPY-A,89000.0,12.0,12.7,2900.0
39,7035375,Active,luxaire,"ZYG09*(2,4,5)**********",,SPY-A,98000.0,12.0,12.7,3000.0
40,7035376,Active,luxaire,"ZYG12*(2,4,5)**********",,SPY-A,116000.0,11.5,12.7,3200.0
41,7035387,Active,fraser - johnston,"ZYE07A(2,4,5)**********",,SP-A,72000.0,12.2,12.9,2400.0
42,7035388,Active,fraser - johnston,"ZYE08A(2,4,5)**********",,SP-A,89000.0,12.2,12.9,2900.0
43,7035389,Active,fraser - johnston,"ZYE09A(2,4,5)**********",,SP-A,98000.0,12.2,12.9,3000.0
44,7035390,Active,fraser - johnston,"ZYE12A(2,4,5)**********",,SP-A,116000.0,11.7,12.9,3200.0
45,7035391,Active,fraser - johnston,"ZYG07*(2,4,5)**********",,SPY-A,72000.0,12.0,12.7,2400.0
46,7035392,Active,fraser - johnston,"ZYG08*(2,4,5)**********",,SPY-A,89000.0,12.0,12.7,2900.0
47,7035393,Active,fraser - johnston,"ZYG09*(2,4,5)**********",,SPY-A,98000.0,12.0,12.7,3000.0
48,7035394,Active,fraser - johnston,"ZYG12*(2,4,5)**********",,SPY-A,116000.0,11.5,12.7,3200.0
49,7035405,Active,johnson controls,"ZYE07A(2,4,5)**********",,SP-A,72000.0,12.2,12.9,2400.0
50,7035406,Active,johnson controls,"ZYE08A(2,4,5)**********",,SP-A,89000.0,12.2,12.9,2900.0
51,7035407,Active,johnson controls,"ZYE09A(2,4,5)**********",,SP-A,98000.0,12.2,12.9,3000.0
52,7035408,Active,johnson controls,"ZYE12A(2,4,5)**********",,SP-A,116000.0,11.7,12.9,3200.0
